bitcoin	28,888.26
ethereum	1,761.87
tether	0.9989995
usd-coin	1.000256
bnb	297.23
xrp	0.3957869
binance-usd	1.0008505
cardano	0.4611323
solana	40.98
dogecoin	0.0775147
polkadot-new	8.8327217
wrapped-bitcoin	28,920.60
tron	0.0807983
multi-collateral-dai	1.0011336
avalanche	22.36
shiba-inu	0.0000104
unus-sed-leo	4.8769721
polygon	0.5818065
litecoin	62.48
cronos	0.1665876
ftx-token	26.89
uniswap	4.8714872
near-protocol	4.9946962
bitcoin-cash	179.91
monero	182.29
ethereum-classic	22.36
stellar	0.122901
chainlink	6.484926
cosmos	9.5033436
algorand	0.3713777
flow	2.4053834
vechain	0.0290257
hedera	0.0896296
apecoin-ape	6.0319065
decentraland	0.9436731
internet-computer	7.2272698
tezos	1.8512793
the-sandbox	1.3050959
filecoin	7.3614072
kucoin-token	15.29
elrond-egld	68.74
aave	94.34
trueusd	1.0008383
zcash	84.82
eos	1.2341783
klaytn	0.4254276
maker	1,161.49
axie-infinity	18.33
theta-network	1.0845182
huobi-token	6.9024429
bittorrent-new	0.000001
the-graph	0.1350404
paxos-standard	0.9972594
bitcoin-sv	47.63
fantom	0.3577474
ecash	0.0000467
miota	0.3110296
thorchain	2.5754502
helium	7.170802
neutrino-usd	0.9710106
pancakeswap	4.2704515
quant	63.67
neo	10.51
okb	11.89
nexo	1.2379434
stacks	0.5200105
chiliz	0.1086886
loopring	0.4831455
pax-gold	1,860.02
zilliqa	0.0475477
dash	55.93
celo	1.3505197
convex-finance	9.4316102
usdd	1.000374
kusama	67.59
green-metaverse-token	0.9210396
basic-attention-token	0.3620326
enjin-coin	0.605695
curve-dao-token	1.1882572
amp	0.0120398
harmony	0.0419719
decred	35.26
waves	4.4562127
gala	0.0704414
gnosis-gno	187.82
terrausd	0.0427948
xinfin	0.0386659
kava	2.3700744
mina	0.8356475
arweave	12.81
xem	0.0476407
fei-usd	0.9876419
gatetoken	5.2638157
compound	58.21
holo	0.0023307
qtum	3.7541431
bitcoin-gold	21.80
kadena	2.051638
1inch	0.9147985
bora	0.4277756
iotex	0.0354516
omg	2.3650005
icon	0.3575163
kyber-network-crystal-v2	1.8323792
0x	0.3693657
moonbeam	1.173883
lido-dao	1.0122119
oasis-network	0.0601595
bancor	1.2268065
symbol	0.0545224
iostoken	0.0162951
theta-fuel	0.0565144
just	0.0416696
livepeer	12.12
ankr	0.0358482
gemini-dollar	1.0040545
swissborg	0.2804663
yearn-finance	7,746.69
secret	1.7229062
ravencoin	0.0268968
synthetix-network-token	2.3646996
audius	0.3747899
siacoin	0.0052647
serum	1.0194382
braintrust	2.6888826
golem-network-tokens	0.2414859
horizen	19.13
dogelon	4e-7
ontology	0.2681966
skale-network	0.0669802
wax	0.1103787
sxp	0.4547536
apenft	8e-7
voyager-token	0.7547404
ethereum-name-service	10.19
uma	3.0818632
storj	0.5078001
polymath-network	0.2225984
hive-blockchain	0.455651
immutable-x	0.8425275
mxc	0.0721417
renbtc	29,030.58
sushiswap	1.4984503
render-token	0.715667
playdapp	0.5203465
wootrade	0.1638219
illuvium	263.68
digibyte	0.0110107
casper	0.0349595
keep-network	0.2092486
trust-wallet-token	0.560761
conflux-network	0.0894731
rally	0.0572078
zel	0.6584046
nano	1.1265244
mx-token	1.4653843
lisk	1.1493906
medibloc	0.0268634
acala	0.3541803
nervos-network	0.0042989
wink	0.000148
digitalbits	0.1454374
persistence	1.3581798
velas	0.0598624
celsius	0.5738092
orbs	0.0465948
chia-network	33.47
ren	0.1323618
ceek-vr	0.1660678
ontology-gas	0.3912521
dao-maker	1.7954249
telcoin	0.0020614
ocean-protocol	0.1976291
status	0.0349076
divi	0.0423487
ellipsis	0.1663527
pundix-new	0.4634955
power-ledger	0.2452898
xyo	0.0091462
coti	0.1124514
syscoin	0.178834
chromia	0.2036774
request	0.1119379
celer-network	0.0162716
spell-token	0.0012525
injective-protocol	1.9448359
nucypher	0.1582716
dydx	1.6713575
tribe	0.2407768
frax-share	6.7016947
fetch	0.1436429
ardor	0.1108225
wirex-token	0.0106872
dent	0.0010797
ultra	0.3488257
augur	9.5459513
civic	0.1561537
coin98	0.5716497
constellation	0.0814609
cartesi	0.1771629
bitcoin-private	1.2982051
tachyon-protocol	0.0234455
trustverse	0.0089857
ignis	0.0079165
nav-coin	0.0838708
infinitecoin	0.0000698
gocrypto-token	0.0254682
vempire-ddao	0.0327747
axis-token	0.0186437
belt	0.6268117
stakeborg-dao	2.0572802
pawtocol	0.0231994
tokamak-network	2.208751
paid-network	0.0732427
saffron-finance	64.31
polkamarkets	0.0826564
nft-art-finance	&lt;0.0000001
pangolin	0.058548
sylo	0.0024106
project-seed	0.0370895
venus-dai	0.0212886
spiritswap	0.0213803
asta	0.0028653
acent	0.0478412
oraichain-token	2.8405699
minter-network	0.0008851
openocean	0.0377454
zynecoin	0.2115535
bread	0.0629566
polkamon	1.6598323
bitnautic-token	0.299027
atari-token	0.0037712
wom-protocol	0.0523532
kunci-coin	0.1571617
poolz-finance	1.6331672
strikecoin	0.0404972
atomic-wallet-coin	0.509182
nebulas-token	0.0887752
baasid	0.0010417
valor-token	0.2724802
blockchain-brawlers	0.0131065
mcdex	2.8537643
hapi-one	7.8380481
k21	0.3373291
venus-ltc	1.2649068
sibcoin	0.215526
hegic	0.007816
throne	0.0133542
now-token	0.0648274
cache-gold	58.69
exeedme	0.0785903
wabi	0.0520767
poa	0.0173828
gpex	0.6554691
triumphx	0.0009752
xaya	0.1025987
daps-coin	0.0000874
infinity-pad	0.0093893
smartkey	0.0269047
seele	0.0073132
milc-platform	0.0624645
blockv	0.0014519
bnktothefuture	0.0070236
levolution	0.0388686
trabzonspor-fan-token	2.061712
spartan-protocol	0.0468807
fibos	0.0047922
deri-protocol	0.0297856
govi	0.3947909
swash	0.0227112
blocery	0.0099627
internxt	4.3551156
pchain	0.0054941
decoin	0.0865946
gate	0.0088732
diamond	1.3000772
hamster	&lt;0.0000001
te-food	0.0084504
juventus-fan-token	3.5255576
betu	0.0446722
dentacoin	0.0000079
dotmoovs	0.0095967
phoenix-global-new	0.121262
etherisc	0.024325
morpheus-labs	0.0097611
threefold	0.0574967
chainge	0.0419052
sentivate	0.0013846
karma-eos	0.000858
blockchain-monster-hunt	0.0523522
abyss	0.0198808
ubix-network	0.0000992
vidya	0.1125982
carboncoin	0.0002978
florin	31.93
cashaa	0.0053495
cardstack	0.0018672
as-roma-fan-token	2.0181475
iqeon	0.7962465
bao-finance	0.0001241
dogebonk	&lt;0.0000001
spacefalcon	0.0012208
upbots	0.0075718
oax	0.0434166
fidex-token	0.0000013
ispolink	0.0011638
tokpie	0.1156156
strips-finance	0.7718648
pickle-finance	1.7522304
deepspace	0.0595549
venus-dot	0.2140566
rocket-vault-rocketx	0.0481664
ferrum-network	0.0433952
sidus	0.0033564
artwallet	0.0357574
litecoin-cash	0.0042728
suncontract	0.025481
eminer	0.0021178
achain	0.0030676
monk	0.2515503
valencia-cf-fan-token	1.2325606
footballcoin	0.0081064
dfyn-network	0.0271445
folgory-coin	0.1758115
wagerr	0.0146472
rio-defi	0.0105957
utopia	0.4619223
exnetwork-token	0.052226
nanjcoin	0.0001573
factom	0.2865695
metapets	&lt;0.0000001
arsenal-fan-token	1.4813992
growthdefi	6.8115613
lua-token	0.0169534
rotharium	0.7882989
revomon	0.1231513
nftb	0.0278478
the-husl	0.2781933
insights-network	0.0091075
og-fan-token	2.2157741
rangers-protocol	3.0196476
repo	0.1275424
kommunitas	0.0025054
moeda-loyalty-points	0.1557604
torum	0.0371037
decentral-games-ice	0.0145092
free-coin	3e-7
step	0.0065611
breezecoin	0.0150604
integral	0.0359991
pundi-x-nem	0.0000758
platincoin	0.5560242
tarot	0.0906942
gamezone	0.0400238
plotx	0.0416013
public-mint	0.0282319
labs-group	0.0012349
trias-token	1.7249381
cloakcoin	0.4664539
viberate	0.0134265
crustnetwork	0.8814144
idavoll-network	0.0031201
duckdaodime	2.6021786
monolith	0.079755
decimated	0.0598005
genre	0.4872351
yam	0.2020591
sonm-bep20	0.0635542
boom	0.003411
paraswap	0.0361847
vita-inu	&lt;0.0000001
degenerator-meme	95.06
0xbtc	0.2956766
smartmesh	0.0020789
covesting	0.155617
monsta-infinite	0.0806676
zbg-token	0.0099807
cybermiles	0.0033851
crowns	1.332434
planet	0.0121662
stakecubecoin	0.2541265
fndz	0.1266885
lambda	0.0017046
unbound	0.003021
julswap	0.0042151
oxbull-tech	0.3340574
mintme-com-coin	0.013653
pacoca	0.0219074
clearpool	0.0480945
idle	0.4858779
ownix	0.7491268
epik-protocol	0.0188549
ditto	0.9625054
big-data-protocol	0.0535766
basid-coin	0.0030864
safe-deal	1.5980095
gunstar-metaverse	0.0754846
taraxa	0.0018133
eosdt	0.9171219
portion	0.005063
portion	0.005063
cleardao	0.0221692
oddz	0.0397132
einsteinium	0.0095992
enecuum	0.0144336
mir-coin	0.0026716
ufc-fan-token	1.2680434
lympo	0.002686
88mph	4.983553
cbc-network	0.0148143
swingby	0.0033476
vestchain	0.0005781
gamb	0.0004856
credits	0.0102478
safex-cash	0.014504
quadrantprotocol	0.0060625
well-token	0.0197731
1world	0.0628765
bone-shibaswap	0.3339473
massnet	0.0245686
transfercoin	0.2666
evidenz	0.0604392
ryoshi-token	&lt;0.0000001
metrix-coin	0.0001271
green-ben	0.1121083
empty-set-dollar	0.0047028
conceal	0.179329
skycoin	0.099902
quickx-protocol	0.0042552
the-champcoin	0.0124756
isiklar-coin	0.417147
ime-lab	0.0141004
ardcoin	0.0074903
42-coin	51,747.07
kambria	0.0009871
monetha	0.0053909
dify-finance	277.33
bitcoinz	0.0001893
perth-mint-gold-token	1,867.64
sonar	0.0008082
truechain	0.0278299
kattana	1.0438308
gridcoin	0.0052091
kccpad	0.0159233
zeroswap	0.0341348
openworld	0.04244
dexlab	0.0495513
ripio-credit-network	0.0041809
adapad	0.0180632
masq	0.0691684
don-key	0.0347446
medacoin	0.0000267
vabble	0.0030444
project-pai	0.0013108
yummy	0.0000056
blocknet	0.2355194
kicktoken	0.0163509
top	0.0003737
landshare	0.8826234
tent	0.0523675
billionhappiness	40.99
bibox-token	0.0233982
arcona	0.1378055
yusra	0.0499424
garlicoin	0.0295474
umbrella-network	0.0276521
thorstarter	0.0260377
monavale	197.63
cryptofranc	0.98289
sarcophagus	0.1251653
monero-classic	0.1327995
revolve-games	0.0529753
truefeedback	0.0007614
cryptoblades	2.1901534
bitcore	0.105211
virtue-poker	0.0200283
doggy	0.0004921
attila	0.0045931
kalao	0.0429935
cryptaur	0.0001401
euno	0.0002905
dimecoin	0.000004
smartlands-network	0.3596205
digital-fitness	0.0760814
cryptocean	0.2294298
metaverse-dualchain-network-architecture	0.0000928
smartcredit-token	1.473557
cutcoin	0.0118667
webdollar	0.0001306
botto	0.1168508
moneytoken	0.0001626
cajutel	1.3801064
nord-finance	0.3252043
ally	0.0008135
juggernaut	0.0541599
hashsbx	0.0026499
shopx-token	0.0631678
omni	2.5389
realfevr	0.0011339
bbs-network	0.0312068
catcoin-token	&lt;0.0000001
impactxp	&lt;0.0000001
hector-dao	8.3840801
continuum-finance	1.1572351
sivasspor-token	3.2456618
youclout	0.0033813
ref-finance	0.5088603
itam-cube	0.1752398
rankerdao	0.0134144
metamui	0.2822266
seth2	2,061.54
cropbytes	0.0750091
tectonic	2e-7
eqifi	0.0433698
logitron	0.0299713
arker	0.0045044
ix-token	1.2036573
edgeswap	0.0138122
chain-games	0.0467633
starsharks-sea	0.0267068
boringdao-new	0.0184621
lucky-block	0.0021436
tokenplace	0.0200601
parallel	1.0742376
j9casino	0.0132867
antex	0.0000676
the-wasted-lands	0.0895955
blocto	0.1561594
pocketnet	1.3931093
qanplatform	0.013309
scallop	0.2643335
shinobiverse	0.0000557
inflation-hedging-coin	0.0002046
smartnft	0.0007147
combo	0.000912
kasta	0.0881847
bithashex	0.0077598
gode-chain	0.0073459
metagalaxy-land	&lt;0.0000001
poollotto-finance	10.14
hupayx	0.0792361
luna-doge-token	0.0000141
realms-of-ethernity	0.0320568
arenum	0.3706067
copiosa-coin	0.0182415
metagaming-guild	0.0234058
yellowheart-protocol	0.0996822
plastiks	0.0279776
diamond-xrpl	29.67
viiida-gold	59.57
alchemy	0.1310787
bomb-money	2.5965226
dmd	10.50
the-coop-network	0.0125073
metarun	0.0082221
smartlox	0.0006127
heroes-and-empires	0.0088877
punk-vault-nftx	77,301.26
nexus-protocol	0.0004303
paribu-net	1.2225088
hkd-com-dao	0.4313855
goosefx	0.086207
xrdoge	0.0000305
supercars	1.6903039
syn-city	0.0268247
gold-fever	0.3341228
folgoryusd	0.9980744
mouse-haunt-token	0.1756963
green-climate-world	0.449783
evmos	1.7504293
okratech-token	0.0095899
onx-finance	0.0772766
affyn	0.0688062
lumenswap	0.0184471
nitroex	0.0002707
home-to-earn	0.0000425
nftlaunch	0.0121957
ertha	0.0184627
vera-network	0.0612231
coredao	1.0320284
arabic	0.0116194
outer-ring-mmo-gq	0.0065747
whole-earth-coin	0.1582487
3x-long-bnb-token	38.85
asian-fintech	0.014703
mars4	0.0039657
waxe	120.20
miraqle	0.0212377
parainu-v2	0.0001906
sheesha-finance-erc20	50.10
sting	0.6035487
qiswap	0.0171741
bts-chain	0.1193868
4jnet	&lt;0.0000001
frax-price-index-share	2.4538832
mineral	0.002197
voxel-x-network	0.0241225
nekocoin	&lt;0.0000001
zoro-inu	&lt;0.0000001
takamaka-green-coin	4.0937195
coinmetro-token	0.4204858
meanfi	0.2985011
dreams-quest	0.0044171
unore	0.0717578
vault-hill-city	0.0126365
valuablecoins	14.07
lego-coin	6e-7
3x-long-cardano-token	0.8718051
grape-finance	1.1912962
lovelace	0.0147974
wrapped-vechain	0.0295317
lenda	0.0052435
radiolife	&lt;0.0000001
jackpool-finance	52.02
topmanager	0.2350474
alphadex	0.0348102
cronosnode	8.5514663
avnrich-token	0.0050365
moss-carbon-credit	6.4869111
bh-network	0.2401102
altrucoin-new	0.5003703
radix-protocol	0.0820499
beatbind	0.0083168
shibelon	2e-7
verox	39.27
katana-inu	0.0002267
etermon	0.004895
nitro-league	0.018459
akt-io	3.0480793
marvin-inu	0.0000016
2022moon	&lt;0.0000001
nftdao	&lt;0.0000001
metaverse-face	0.000476
battleverse	0.0188877
humans-ai	0.0111711
scorefam	0.0349895
class-coin	0.0560157
orbitau	0.0211655
tycoon-zone	0.0589659
horde-token	100.66
energy8	&lt;0.0000001
cherry-network	0.0788723
bitsubishi	51,678.69
whole-network	0.0000356
colony-network-token	0.1413623
dash-diamond	0.4985312
hurricane-nft	0.112659
new-order	0.0362016
proxi	0.0092435
newb-farm	12.16
wanusdt	1.0008329
11minutes	0.0209061
dragonsb	0.3402523
tcgcoin-2-0	0.2161337
zugacoin	102.54
xsushi	1.8718294
flare-finance	0.7160805
sky-frontier	&lt;0.0000001
gemguardian	0.0320497
justcarbon	0.087184
maxonrow	0.0041954
naos-finance	0.0434829
avaware-usd	1.0143616
tai	0.1825795
wrapped-cardano	0.5159947
metis	0.0031022
tokok	0.0030004
dark-energy-crystals	0.0009729
galaxy-war	0.0028984
moontrustbsc	6e-7
silo-finance	0.1971846
elvantis	0.0222387
kaizen-finance	0.0713291
amazon-tokenized-stock-defichain	2,110.58
impulseven	0.14516
playpad	0.0119714
seedon	0.004337
pdbc-defichain	20.00
jpool	50.18
templardao	2.1229828
wow-token	2.7709214
elk-finance	0.4579628
torii-finance	29.96
cpcoin	0.8558348
prime-numbers	1.1268023
smart-block-chain-city	1.3785542
million-dollar-baby	0.0048068
parrot-protocol	0.0006153
round-dollar	14.45
kyoko	0.1073809
refork	0.0187818
cheqd	0.0453464
tartarus-finance	0.0000886
unitedcoins	1.6074949
cow-protocol	0.1627809
rake-finance	7.2764087
gro-dao-token	0.5812432
blockcloud	0.0005115
darkopera-finance	0.4215342
coinfield-coin	0.3965386
